District,Year,Season,Crop,Area,Production,Weather
BULDHANA,2006,Kharif,Bajra,422,864,Sunny
KOLHAPUR,1999,Kharif,Other  Rabi pulses,72,178,Sunny
AURANGABAD,2014,Rabi,Jowar,44,530,Overcast 
BEED,2012,Zaid,Groundnut,369,855,Overcast 
WARDHA,2009,Kharif,Jowar,253,262,Overcast 
AMRAVATI,2009,Rabi,Urad,196,459,Rainy
BHANDARA,2000,Rabi,Gram,422,501,Sunny
PARBHANI,1998,Rabi,Other  Rabi pulses,29,404,Rainy
SINDHUDURG,1998,Zaid,Other  Rabi pulses,496,869,Rainy
AHMEDNAGAR,2005,Rabi,Urad,375,359,Sunny
LATUR,1999,Zaid,Linseed,74,444,Sunny
BHANDARA,2005,Rabi,Linseed,307,457,Sunny
BHANDARA,2009,Zaid,Linseed,220,731,Overcast 
LATUR,2012,Kharif,Sesamum,97,242,Overcast 
KOLHAPUR,1997,Rabi,Arhar/Tur,98,900,Overcast 
LATUR,2011,Zaid,Sesamum,30,900,Overcast 
AURANGABAD,2014,Kharif,Moong(Green Gram),457,800,Rainy
SANGLI,2003,Kharif,Sunflower,418,500,Overcast 
JALGAON,1997,Rabi,Total foodgrain,23,230,Rainy
NANDED,1997,Kharif,Total foodgrain,144,478,Sunny
YAVATMAL,1997,Zaid,Total foodgrain,99,802,Overcast 
JALGAON,2003,Zaid,Soyabean,203,738,Overcast 
SINDHUDURG,1999,Rabi,Groundnut,381,123,Overcast 
AURANGABAD,2013,Rabi,Jowar,185,330,Sunny
SANGLI,2000,Zaid,Cotton(lint),262,263,Sunny
AKOLA,2013,Zaid,Groundnut,351,982,Sunny
WARDHA,2013,Rabi,Groundnut,277,885,Sunny
NASHIK,1999,Zaid,Groundnut,12,434,Overcast 
OSMANABAD,1998,Kharif,Groundnut,327,622,Overcast 
NASHIK,1998,Zaid,Groundnut,2,514,Overcast 
SATARA,2002,Zaid,Cotton(lint),17,838,Rainy
JALNA,2004,Rabi,Maize,413,825,Rainy
BEED,1999,Kharif,Groundnut,103,633,Sunny
SANGLI,1997,Rabi,Maize,231,934,Overcast 
AURANGABAD,2008,Rabi,Groundnut,478,787,Overcast 
AHMEDNAGAR,2009,Zaid,Groundnut,186,335,Rainy
GADCHIROLI,2009,Rabi,Jowar,246,416,Rainy
DHULE,2000,Kharif,Maize,274,948,Rainy
GONDIA,2005,Kharif,Wheat,189,266,Sunny
SOLAPUR,2013,Rabi,Sunflower,398,266,Rainy
LATUR,2011,Rabi,Groundnut,317,605,Sunny
JALNA,2008,Rabi,Sunflower,187,866,Rainy
BULDHANA,2010,Rabi,Bajra,433,661,Sunny
PUNE,2003,Zaid,Moong(Green Gram),116,834,Sunny
GADCHIROLI,2013,Rabi,Gram,478,839,Rainy
BEED,2010,Zaid,Sunflower,415,458,Overcast 
GADCHIROLI,1999,Kharif,Gram,315,366,Rainy
YAVATMAL,2004,Zaid,Bajra,45,126,Rainy
PARBHANI,2009,Rabi,Sunflower,135,662,Sunny
NANDED,2001,Zaid,Sunflower,27,517,Sunny
AURANGABAD,2001,Zaid,Sunflower,124,829,Overcast 
SOLAPUR,2012,Kharif,Sunflower,68,291,Overcast 
OSMANABAD,2013,Kharif,Niger seed,260,923,Sunny
LATUR,1998,Zaid,Linseed,55,1000,Sunny
GADCHIROLI,1997,Kharif,Gram,104,800,Overcast 
LATUR,2010,Kharif,Sesamum,373,800,Overcast 
OSMANABAD,2001,Zaid,Soyabean,453,700,Rainy
OSMANABAD,2012,Kharif,Niger seed,35,600,Overcast 
BHANDARA,2000,Zaid,Rice,173,964,Overcast 
GADCHIROLI,2005,Kharif,Rice,64,699,Overcast 
BEED,2013,Zaid,Safflower,85,792,Rainy
SINDHUDURG,1998,Kharif,Groundnut,378,964,Rainy
SOLAPUR,2013,Rabi,Groundnut,35,622,Rainy
JALGAON,2003,Rabi,Groundnut,375,119,Rainy
SANGLI,2010,Rabi,Cotton(lint),487,302,Sunny
DHULE,2005,Rabi,Groundnut,342,211,Overcast 
BEED,2000,Rabi,Groundnut,452,710,Sunny
THANE,2009,Kharif,Arhar/Tur,350,681,Overcast 
BULDHANA,2009,Kharif,Bajra,37,612,Rainy
GADCHIROLI,2010,Zaid,Jowar,506,833,Overcast 
RATNAGIRI,2014,Kharif,Other  Rabi pulses,209,719,Sunny
THANE,2012,Zaid,Urad,389,928,Sunny
BULDHANA,2013,Rabi,Bajra,346,902,Rainy
THANE,2002,Zaid,Gram,195,467,Rainy
THANE,2013,Kharif,Urad,230,988,Overcast 
SOLAPUR,1999,Rabi,Urad,98,845,Overcast 
WARDHA,2013,Kharif,Jowar,382,141,Rainy
GADCHIROLI,1998,Rabi,Gram,467,539,Overcast 
GONDIA,2009,Rabi,Gram,43,120,Rainy
JALNA,2009,Zaid,Sunflower,297,345,Rainy
AHMEDNAGAR,2003,Kharif,Urad,377,599,Sunny
RAIGAD,2002,Kharif,Small millets,67,381,Rainy
SANGLI,2004,Zaid,Sunflower,238,293,Overcast 
PUNE,2014,Rabi,Jowar,166,596,Rainy
BEED,1998,Rabi,Rice,39,551,Sunny
WARDHA,1998,Rabi,Other Kharif pulses,477,215,Sunny
KOLHAPUR,1998,Kharif,Arhar/Tur,248,906,Overcast 
SATARA,2003,Zaid,Moong(Green Gram),286,835,Overcast 
BULDHANA,1999,Kharif,Other Kharif pulses,229,248,Sunny
JALNA,2005,Zaid,Sesamum,493,900,Overcast 
NAGPUR,2001,Zaid,Other Kharif pulses,45,900,Overcast 
PARBHANI,2011,Rabi,Sesamum,283,900,Rainy
NANDED,2002,Kharif,Castor seed,216,800,Sunny
JALNA,2006,Kharif,Sesamum,224,700,Overcast 
AURANGABAD,2009,Zaid,Sesamum,196,600,Rainy
SINDHUDURG,2002,Kharif,Groundnut,126,177,Rainy
JALGAON,2002,Zaid,Soyabean,162,463,Overcast 
LATUR,2010,Rabi,Cotton(lint),196,729,Sunny
SINDHUDURG,2000,Kharif,Groundnut,74,844,Overcast 
SINDHUDURG,2001,Zaid,Groundnut,66,938,Rainy
SINDHUDURG,2004,Kharif,Groundnut,469,225,Sunny
SINDHUDURG,2005,Kharif,Groundnut,385,271,Rainy
SINDHUDURG,2003,Kharif,Groundnut,287,501,Rainy
SINDHUDURG,2006,Kharif,Groundnut,486,813,Sunny
JALNA,2006,Zaid,Maize,77,402,Rainy
GONDIA,2001,Rabi,Rice,42,166,Overcast 
GADCHIROLI,2006,Zaid,Soyabean,440,168,Sunny
AKOLA,2004,Rabi,Wheat,57,478,Overcast 
AMRAVATI,2001,Rabi,Groundnut,152,695,Rainy
LATUR,2005,Kharif,Cotton(lint),68,477,Rainy
SATARA,2008,Zaid,Moong(Green Gram),346,710,Overcast 
THANE,2014,Kharif,Gram,246,171,Overcast 
HINGOLI,2011,Kharif,Groundnut,174,230,Sunny
THANE,2001,Zaid,Small millets,19,438,Rainy
BEED,2003,Rabi,Maize,42,975,Sunny
PARBHANI,2010,Kharif,Sunflower,304,695,Rainy
AKOLA,2001,Rabi,Safflower,252,232,Sunny
NAGPUR,2012,Kharif,Other  Rabi pulses,130,431,Overcast 
WASHIM,2005,Rabi,Safflower,250,572,Overcast 
AURANGABAD,1998,Rabi,Soyabean,65,347,Overcast 
THANE,2011,Rabi,Arhar/Tur,147,442,Sunny
BEED,2000,Zaid,Rice,381,564,Sunny
AHMEDNAGAR,2000,Kharif,Urad,282,252,Rainy
SOLAPUR,2010,Rabi,Groundnut,413,502,Rainy
BEED,1997,Zaid,Rice,461,726,Rainy
GONDIA,2005,Kharif,Gram,380,569,Overcast 
SOLAPUR,2002,Rabi,Groundnut,497,656,Sunny
THANE,2010,Zaid,Arhar/Tur,241,309,Rainy
AURANGABAD,2014,Rabi,Maize,207,212,Overcast 
KOLHAPUR,2002,Zaid,Urad,57,217,Sunny
SOLAPUR,1998,Zaid,Urad,112,755,Rainy
JALGAON,2010,Rabi,Sunflower,168,876,Rainy
AHMEDNAGAR,2002,Zaid,Small millets,131,987,Sunny
AKOLA,1998,Zaid,Other Kharif pulses,360,402,Sunny
OSMANABAD,1998,Rabi,Other Kharif pulses,420,448,Overcast 
AMRAVATI,2004,Kharif,Safflower,235,815,Rainy
JALGAON,2014,Rabi,Sesamum,14,218,Sunny
KOLHAPUR,2000,Rabi,Other  Rabi pulses,240,117,Rainy
NASHIK,2010,Zaid,Castor seed,351,715,Rainy
CHANDRAPUR,2014,Kharif,Linseed,168,539,Overcast 
SANGLI,1998,Zaid,Sunflower,72,1000,Rainy
AKOLA,1997,Rabi,Jowar,508,900,Sunny
JALNA,1999,Kharif,Linseed,312,800,Overcast 
LATUR,2014,Zaid,Sunflower,257,700,Overcast 
SOLAPUR,2004,Zaid,Other Cereals & Millets,384,700,Sunny
PARBHANI,2009,Zaid,Sesamum,19,600,Sunny
PUNE,2012,Rabi,Arhar/Tur,308,600,Rainy
OSMANABAD,2014,Zaid,Niger seed,212,500,Sunny
BEED,1997,Zaid,Total foodgrain,334,303,Rainy
AHMEDNAGAR,1997,Kharif,Total foodgrain,411,136,Overcast 
BHANDARA,2003,Rabi,Rice,368,429,Overcast 
SANGLI,1999,Rabi,Cotton(lint),218,608,Sunny
JALNA,2003,Zaid,Maize,242,634,Sunny
BHANDARA,2002,Zaid,Rice,131,590,Sunny
AURANGABAD,1999,Rabi,Soyabean,157,365,Sunny
KOLHAPUR,1999,Kharif,Maize,82,891,Rainy
DHULE,1999,Rabi,Maize,196,197,Rainy
BEED,2010,Kharif,Maize,487,850,Overcast 
LATUR,2013,Kharif,Groundnut,398,212,Sunny
PUNE,2009,Kharif,Soyabean,464,558,Overcast 
BEED,2000,Zaid,Soyabean,4,381,Sunny
SINDHUDURG,1997,Rabi,Ragi,263,431,Sunny
THANE,2013,Rabi,Gram,263,386,Rainy
NANDURBAR,2000,Kharif,Groundnut,168,485,Sunny
LATUR,2011,Kharif,Groundnut,30,547,Sunny
JALGAON,2006,Kharif,Groundnut,282,848,Rainy
PUNE,2003,Rabi,Arhar/Tur,54,494,Rainy
RAIGAD,1999,Kharif,Small millets,54,360,Overcast 
BULDHANA,2011,Zaid,Bajra,416,926,Sunny
YAVATMAL,2003,Zaid,Rice,268,210,Sunny
AMRAVATI,2006,Rabi,Sunflower,119,662,Overcast 
JALNA,2008,Rabi,Jowar,460,482,Sunny
SATARA,2013,Zaid,Urad,426,397,Overcast 
NAGPUR,2009,Kharif,Jowar,169,813,Sunny
BULDHANA,2001,Zaid,Safflower,69,905,Overcast 
SANGLI,2008,Kharif,Safflower,410,900,Sunny
GADCHIROLI,2006,Rabi,Gram,50,507,Rainy
NAGPUR,2010,Kharif,Jowar,500,271,Rainy
PUNE,2002,Zaid,Small millets,509,787,Rainy
PARBHANI,1998,Kharif,Other Kharif pulses,476,614,Sunny
GADCHIROLI,2005,Rabi,Gram,178,991,Overcast 
HINGOLI,2009,Rabi,Sunflower,62,109,Rainy
DHULE,2013,Kharif,Other Kharif pulses,207,1000,Rainy
PUNE,2009,Kharif,Safflower,24,900,Rainy
SOLAPUR,2004,Zaid,Other Cereals & Millets,242,800,Rainy
BEED,2014,Kharif,Castor seed,284,700,Sunny
BHANDARA,2011,Kharif,Linseed,18,700,Overcast 
HINGOLI,2004,Zaid,Sesamum,77,600,Overcast 
BEED,2009,Kharif,Sesamum,474,500,Rainy
LATUR,2009,Zaid,Sesamum,272,400,Sunny
CHANDRAPUR,1997,Kharif,Other  Rabi pulses,147,135,Rainy
BHANDARA,1997,Kharif,Total foodgrain,92,687,Overcast 
KOLHAPUR,2010,Rabi,Maize,240,681,Sunny
LATUR,2013,Kharif,Maize,377,939,Rainy
CHANDRAPUR,2013,Kharif,Rice,198,464,Sunny
LATUR,2009,Zaid,Cotton(lint),189,965,Overcast 
BEED,1999,Kharif,Maize,481,344,Overcast 
SINDHUDURG,2013,Zaid,Ragi,67,704,Sunny
JALNA,1998,Kharif,Maize,192,396,Rainy
SOLAPUR,1999,Zaid,Rice,466,395,Rainy
SINDHUDURG,2000,Kharif,Ragi,363,742,Rainy
SINDHUDURG,2012,Kharif,Ragi,104,665,Rainy
SINDHUDURG,1999,Zaid,Ragi,277,827,Overcast 
CHANDRAPUR,2005,Kharif,Rice,373,668,Rainy
SINDHUDURG,2010,Kharif,Ragi,308,129,Overcast 
PUNE,2004,Kharif,Jowar,158,847,Sunny
SINDHUDURG,1998,Rabi,Ragi,453,481,Overcast 
SINDHUDURG,2011,Kharif,Ragi,326,143,Rainy
BEED,2002,Kharif,Maize,374,566,Rainy
PUNE,1999,Rabi,Jowar,29,851,Rainy
SOLAPUR,2009,Zaid,Soyabean,308,961,Overcast 
KOLHAPUR,1997,Zaid,Urad,101,777,Sunny
PUNE,2013,Zaid,Jowar,400,498,Sunny
WARDHA,2011,Rabi,Jowar,73,424,Sunny
PUNE,2001,Kharif,Jowar,130,320,Rainy
SATARA,2008,Zaid,Urad,337,858,Rainy
PARBHANI,2013,Zaid,Bajra,319,225,Overcast 
GONDIA,2006,Rabi,Wheat,121,261,Sunny
THANE,2005,Kharif,Arhar/Tur,199,205,Rainy
THANE,2008,Zaid,Arhar/Tur,256,119,Rainy
BEED,2001,Kharif,Other  Rabi pulses,200,634,Rainy
SATARA,2012,Zaid,Urad,499,589,Rainy
BULDHANA,1998,Zaid,Other Cereals & Millets,365,642,Sunny
KOLHAPUR,2005,Kharif,Urad,195,272,Sunny
AHMEDNAGAR,2011,Kharif,Sunflower,311,733,Sunny
KOLHAPUR,2004,Rabi,Arhar/Tur,468,633,Rainy
GADCHIROLI,1998,Rabi,Other Kharif pulses,483,897,Rainy
LATUR,2009,Kharif,Rice,389,111,Rainy
BHANDARA,2003,Zaid,Linseed,46,900,Overcast 
SOLAPUR,2009,Rabi,Urad,33,900,Sunny
AHMEDNAGAR,1999,Kharif,Urad,397,800,Rainy
JALNA,1998,Kharif,Linseed,232,700,Sunny
BHANDARA,2002,Kharif,Linseed,333,500,Overcast 
KOLHAPUR,2014,Rabi,Groundnut,253,870,Overcast 
DHULE,2003,Kharif,Mango,93,582,Overcast 
AKOLA,2003,Zaid,Mango,167,659,Overcast 
SANGLI,1998,Zaid,Cotton(lint),292,697,Overcast 
CHANDRAPUR,1999,Zaid,Rice,490,570,Sunny
KOLHAPUR,1998,Kharif,Maize,345,248,Rainy
AKOLA,2014,Rabi,Groundnut,350,549,Rainy
AHMEDNAGAR,2004,Rabi,Maize,263,472,Rainy
JALGAON,2001,Rabi,Soyabean,120,519,Sunny
SINDHUDURG,2009,Kharif,Ragi,252,777,Sunny
JALNA,2002,Kharif,Maize,159,329,Sunny
BEED,1998,Kharif,Groundnut,407,107,Overcast 
GADCHIROLI,2004,Zaid,Soyabean,470,790,Overcast 
BEED,2006,Kharif,Groundnut,71,143,Rainy
SANGLI,2001,Zaid,Cotton(lint),119,413,Sunny
SATARA,2001,Zaid,Cotton(lint),282,423,Rainy
DHULE,2006,Kharif,Soyabean,97,743,Overcast 
PARBHANI,2014,Zaid,Groundnut,15,969,Sunny
BEED,2004,Kharif,Maize,223,432,Overcast 
RATNAGIRI,2012,Rabi,Other  Rabi pulses,390,722,Sunny
AHMEDNAGAR,2006,Kharif,Ragi,472,189,Sunny
PARBHANI,2011,Kharif,Sunflower,54,345,Rainy
AURANGABAD,2001,Zaid,Small millets,271,978,Rainy
AURANGABAD,2004,Zaid,Other Cereals & Millets,421,498,Rainy
BEED,2013,Zaid,Moong(Green Gram),270,808,Rainy
GADCHIROLI,2005,Kharif,Soyabean,398,760,Sunny
BEED,2011,Rabi,Moong(Green Gram),47,982,Sunny
NANDED,2008,Rabi,Sunflower,126,884,Sunny
NAGPUR,2003,Rabi,Other  Rabi pulses,225,601,Sunny
NASHIK,1999,Rabi,Other  Rabi pulses,172,118,Rainy
WARDHA,2010,Zaid,Jowar,49,203,Sunny
KOLHAPUR,2001,Zaid,Urad,472,690,Rainy
THANE,1998,Kharif,Arhar/Tur,386,238,Sunny
NANDURBAR,1999,Zaid,Gram,346,988,Sunny
SANGLI,2002,Rabi,Sunflower,247,247,Sunny
KOLHAPUR,2005,Kharif,Arhar/Tur,226,311,Sunny
PARBHANI,2009,Zaid,Rice,426,642,Overcast 
NANDED,2014,Kharif,Safflower,368,900,Rainy
PARBHANI,1998,Rabi,Linseed,481,900,Sunny
BEED,1998,Zaid,Castor seed,322,800,Overcast 
BULDHANA,2011,Zaid,Sesamum,243,800,Sunny
SANGLI,2008,Kharif,Urad,479,800,Sunny
BEED,2012,Kharif,Moong(Green Gram),156,700,Rainy
JALNA,2004,Zaid,Sesamum,320,700,Sunny
GADCHIROLI,2005,Zaid,Linseed,290,600,Overcast 
OSMANABAD,2003,Rabi,Other Kharif pulses,409,500,Rainy
PARBHANI,2008,Rabi,Sesamum,175,500,Rainy
SANGLI,2012,Zaid,Safflower,396,300,Overcast 
SANGLI,1997,Rabi,Total foodgrain,314,840,Sunny
YAVATMAL,2003,Zaid,Mango,148,747,Sunny
AURANGABAD,2007,Rabi,Cotton(lint),23,514,Rainy
SATARA,2001,Kharif,Groundnut,43,521,Rainy
RAIGAD,2011,Rabi,Rice,96,459,Sunny
AKOLA,2012,Kharif,Groundnut,23,781,Sunny
KOLHAPUR,2004,Rabi,Groundnut,305,440,Overcast 
BEED,1998,Rabi,Maize,305,635,Sunny
GADCHIROLI,2013,Zaid,Rice,277,756,Rainy
GADCHIROLI,1998,Rabi,Maize,385,202,Rainy
GADCHIROLI,2006,Zaid,Rice,468,420,Sunny
SANGLI,2011,Zaid,Cotton(lint),343,758,Sunny
GADCHIROLI,2001,Kharif,Rice,342,930,Rainy
CHANDRAPUR,1998,Rabi,Rice,69,568,Rainy
JALGAON,1999,Rabi,Soyabean,125,754,Rainy
GADCHIROLI,1999,Kharif,Maize,144,736,Sunny
AHMEDNAGAR,1998,Zaid,Other Cereals & Millets,287,904,Overcast 
DHULE,2010,Rabi,Ragi,89,101,Overcast 
SINDHUDURG,2006,Rabi,Ragi,230,749,Overcast 
NANDED,2014,Zaid,Maize,49,356,Sunny
BEED,2000,Rabi,Maize,264,639,Overcast 
SOLAPUR,2000,Zaid,Rice,439,507,Sunny
AHMEDNAGAR,2014,Kharif,Ragi,234,532,Overcast 
SANGLI,2002,Zaid,Cotton(lint),334,493,Rainy
SINDHUDURG,2008,Zaid,Ragi,58,417,Overcast 
SINDHUDURG,2005,Zaid,Ragi,177,451,Sunny
AHMEDNAGAR,2004,Rabi,Ragi,81,919,Rainy
NASHIK,2012,Zaid,Jowar,154,542,Overcast 
PUNE,2000,Kharif,Jowar,1,367,Sunny
WASHIM,2004,Rabi,Wheat,219,175,Overcast 
AHMEDNAGAR,1998,Rabi,Ragi,51,261,Rainy
AKOLA,2010,Rabi,Sunflower,480,410,Sunny
LATUR,2012,Zaid,Groundnut,270,429,Sunny
LATUR,1997,Kharif,Maize,186,186,Overcast 
OSMANABAD,1999,Kharif,Cotton(lint),210,406,Rainy
AMRAVATI,2001,Rabi,Small millets,387,685,Sunny
KOLHAPUR,2006,Kharif,Urad,417,843,Overcast 
KOLHAPUR,2010,Kharif,Moong(Green Gram),411,866,Overcast 
PUNE,2006,Rabi,Jowar,370,163,Rainy
JALNA,2009,Kharif,Sunflower,146,895,Overcast 
KOLHAPUR,2006,Zaid,Maize,447,688,Rainy
KOLHAPUR,2009,Kharif,Moong(Green Gram),472,703,Sunny
WASHIM,2002,Kharif,Safflower,416,139,Sunny
DHULE,2008,Zaid,Ragi,326,225,Rainy
GONDIA,2003,Kharif,Gram,275,860,Sunny
PUNE,2002,Kharif,Jowar,281,436,Sunny
LATUR,2001,Kharif,Linseed,256,364,Rainy
NANDURBAR,2011,Rabi,Other Kharif pulses,486,410,Rainy
YAVATMAL,2005,Kharif,Bajra,133,386,Overcast 
AURANGABAD,2008,Zaid,Sunflower,202,700,Overcast 
LATUR,2008,Rabi,Groundnut,251,713,Rainy
PUNE,2004,Rabi,Other Cereals & Millets,180,886,Overcast 
BULDHANA,2010,Zaid,Sesamum,401,263,Sunny
CHANDRAPUR,2000,Kharif,Other Kharif pulses,149,695,Rainy
THANE,1998,Zaid,Other Kharif pulses,33,674,Overcast 
KOLHAPUR,2002,Zaid,Other  Rabi pulses,379,1000,Rainy
SOLAPUR,1997,Rabi,Moong(Green Gram),20,1000,Rainy
KOLHAPUR,2000,Rabi,Urad,274,900,Overcast 
LATUR,2000,Kharif,Linseed,295,900,Rainy
NAGPUR,2003,Kharif,Other Kharif pulses,110,900,Sunny
AHMEDNAGAR,2014,Rabi,Other Kharif pulses,254,800,Rainy
AKOLA,2003,Rabi,Sesamum,55,800,Sunny
HINGOLI,2003,Kharif,Sesamum,201,800,Overcast 
KOLHAPUR,2001,Rabi,Other Kharif pulses,105,800,Overcast 
KOLHAPUR,2003,Kharif,Moong(Green Gram),67,800,Rainy
PUNE,2009,Kharif,Niger seed,350,800,Sunny
BULDHANA,2008,Zaid,Sesamum,130,700,Sunny
LATUR,2013,Kharif,Sesamum,442,700,Sunny
PUNE,2014,Zaid,Arhar/Tur,105,700,Rainy
WARDHA,2013,Zaid,Jowar,291,700,Rainy
AMRAVATI,2001,Kharif,Sesamum,164,600,Rainy
LATUR,2004,Kharif,Other Kharif pulses,389,600,Overcast 
PUNE,2000,Zaid,Sesamum,375,600,Overcast 
GADCHIROLI,2006,Kharif,Linseed,192,500,Overcast 
AMRAVATI,2003,Zaid,Mango,407,411,Rainy
KOLHAPUR,2014,Kharif,Maize,273,773,Overcast 
SATARA,2002,Rabi,Groundnut,488,921,Overcast 
AURANGABAD,2011,Zaid,Maize,11,833,Sunny
KOLHAPUR,2009,Rabi,Maize,13,166,Sunny
THANE,2011,Rabi,Rice,53,467,Sunny
GADCHIROLI,2012,Zaid,Rice,414,992,Rainy
DHULE,2013,Rabi,Maize,130,864,Rainy
SINDHUDURG,2011,Zaid,Groundnut,142,656,Rainy
PUNE,2010,Kharif,Soyabean,416,467,Rainy
CHANDRAPUR,2006,Rabi,Rice,274,154,Rainy
GADCHIROLI,2011,Rabi,Rice,249,453,Overcast 
AURANGABAD,1999,Zaid,Maize,51,731,Overcast 
PUNE,2003,Rabi,Jowar,397,244,Rainy
GADCHIROLI,2014,Rabi,Rice,378,250,Rainy
JALGAON,2004,Zaid,Groundnut,498,552,Rainy
SATARA,1997,Rabi,Maize,182,125,Rainy
SOLAPUR,1998,Rabi,Rice,84,840,Rainy
SINDHUDURG,2001,Rabi,Ragi,396,139,Sunny
JALGAON,2000,Kharif,Soyabean,107,306,Overcast 
BEED,1997,Zaid,Maize,243,988,Sunny
LATUR,2013,Kharif,Groundnut,206,298,Overcast 
AHMEDNAGAR,2005,Kharif,Ragi,281,499,Sunny
NAGPUR,2011,Rabi,Groundnut,162,414,Sunny
AKOLA,1998,Kharif,Rice,225,158,Sunny
CHANDRAPUR,1999,Zaid,Small millets,81,810,Rainy
SOLAPUR,2002,Kharif,Urad,492,521,Overcast 
SOLAPUR,2010,Zaid,Moong(Green Gram),270,463,Overcast 
PUNE,2010,Kharif,Arhar/Tur,215,362,Sunny
THANE,2006,Kharif,Arhar/Tur,274,796,Sunny
AKOLA,1997,Zaid,Rice,167,838,Overcast 
PUNE,1999,Zaid,Sunflower,91,306,Overcast 
PUNE,2011,Zaid,Arhar/Tur,204,944,Sunny
THANE,1999,Kharif,Arhar/Tur,175,231,Sunny
BEED,1999,Zaid,Other  Rabi pulses,220,617,Rainy
BULDHANA,2005,Zaid,Safflower,44,219,Overcast 
SANGLI,2014,Rabi,Sunflower,143,425,Rainy
SOLAPUR,1997,Zaid,Urad,455,555,Overcast 
KOLHAPUR,2004,Zaid,Moong(Green Gram),184,387,Overcast 
NANDED,2009,Rabi,Sunflower,142,485,Sunny
NAGPUR,1997,Kharif,Moong(Green Gram),279,335,Sunny
AHMEDNAGAR,2004,Kharif,Other Cereals & Millets,490,1000,Sunny
THANE,2000,Kharif,Arhar/Tur,88,1000,Overcast 
AKOLA,1998,Zaid,Sunflower,263,900,Rainy
KOLHAPUR,2002,Kharif,Moong(Green Gram),454,900,Overcast 
KOLHAPUR,2003,Kharif,Niger seed,311,900,Sunny
NAGPUR,1998,Rabi,Moong(Green Gram),29,900,Sunny
NAGPUR,2002,Rabi,Moong(Green Gram),286,900,Sunny
NANDED,2010,Zaid,Sesamum,481,800,Overcast 
BEED,1998,Kharif,Niger seed,18,700,Overcast 
NAGPUR,1999,Kharif,Moong(Green Gram),426,700,Rainy
BEED,2014,Kharif,Sesamum,147,500,Rainy
AKOLA,2004,Kharif,Sesamum,185,400,Sunny
NASHIK,2003,Zaid,Tomato,369,406,Overcast 
AMRAVATI,2007,Rabi,Soyabean,125,201,Overcast 
AKOLA,1997,Kharif,Pulses total,473,186,Sunny
KOLHAPUR,2002,Rabi,Groundnut,387,234,Rainy
KOLHAPUR,2003,Zaid,Groundnut,501,297,Rainy
THANE,2014,Zaid,Rice,34,188,Sunny
SANGLI,2013,Kharif,Cotton(lint),419,871,Overcast 
KOLHAPUR,2008,Rabi,Maize,381,755,Sunny
AMRAVATI,2013,Rabi,Groundnut,360,493,Sunny
SINDHUDURG,2003,Kharif,Ragi,158,345,Sunny
AURANGABAD,1998,Rabi,Maize,480,560,Rainy
SANGLI,2013,Kharif,Maize,122,502,Rainy
GADCHIROLI,2010,Rabi,Cotton(lint),148,251,Overcast 
BEED,1999,Zaid,Maize,181,286,Rainy
AHMEDNAGAR,2013,Zaid,Ragi,344,375,Sunny
AHMEDNAGAR,2011,Zaid,Ragi,117,898,Rainy
PUNE,2008,Rabi,Jowar,8,278,Rainy
AHMEDNAGAR,2012,Kharif,Ragi,230,905,Overcast 
AHMEDNAGAR,2010,Kharif,Ragi,176,648,Rainy
GADCHIROLI,2002,Rabi,Soyabean,173,957,Rainy
OSMANABAD,1999,Zaid,Soyabean,20,114,Rainy
AKOLA,2005,Rabi,Safflower,141,636,Rainy
SOLAPUR,2005,Rabi,Moong(Green Gram),344,278,Overcast 
AURANGABAD,1999,Zaid,Small millets,82,1000,Overcast 
CHANDRAPUR,2005,Zaid,Sunflower,74,926,Overcast 
GADCHIROLI,2010,Rabi,Gram,116,374,Overcast 
AKOLA,1999,Kharif,Sunflower,344,316,Rainy
KOLHAPUR,2003,Kharif,Other  Rabi pulses,425,815,Overcast 
NAGPUR,2013,Zaid,Other  Rabi pulses,281,362,Sunny
PARBHANI,2011,Kharif,Sunflower,57,210,Overcast 
GADCHIROLI,2012,Rabi,Gram,189,236,Sunny
THANE,2013,Kharif,Arhar/Tur,194,354,Sunny
KOLHAPUR,2006,Kharif,Arhar/Tur,35,592,Overcast 
KOLHAPUR,2006,Zaid,Moong(Green Gram),349,445,Sunny
NAGPUR,1998,Rabi,Sunflower,128,891,Overcast 
PARBHANI,2013,Rabi,Sunflower,446,930,Sunny
AHMEDNAGAR,1998,Kharif,Urad,358,170,Sunny
PUNE,1997,Kharif,Moong(Green Gram),264,287,Overcast 
AHMEDNAGAR,2006,Rabi,Sunflower,190,951,Rainy
GONDIA,2002,Rabi,Gram,208,691,Overcast 
DHULE,2014,Rabi,Sesamum,153,900,Rainy
OSMANABAD,1999,Kharif,Other Kharif pulses,378,900,Sunny
SANGLI,2001,Kharif,Sunflower,279,900,Sunny
BULDHANA,2011,Zaid,Rapeseed &Mustard,223,800,Rainy
KOLHAPUR,2003,Kharif,Arhar/Tur,282,800,Sunny
NANDED,2012,Rabi,Castor seed,61,800,Sunny
PUNE,2012,Kharif,Other  Rabi pulses,379,800,Rainy
BULDHANA,2009,Rabi,Sesamum,355,700,Rainy
NAGPUR,1998,Zaid,Urad,252,700,Overcast 
GADCHIROLI,2010,Zaid,Linseed,502,600,Rainy
HINGOLI,2012,Kharif,Sesamum,398,600,Sunny
PUNE,2005,Zaid,Sesamum,470,600,Rainy
